Id,Family,Tribe,Genus,Subgenus,"Specific epithet ",Scientific name authorship,Body size class,"ITDmeasured ",Mhd,Thd,Mfd,Mcd,Location of measured specimen,Known distribution,"New record ",Locality,"Crop pollinator ",Sociality,Nest location,Level,"Ref. "
344,Apidae,Meliponini,Plebeia,NA,remota,"Holmberg, 1903",small,1.4,0.12818,0.06464,0.36605,0.24945,UFMG,"Bolivia; Brazil (Espírito Santo, Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo)",no,nova lima,yes,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
345,Apidae,Meliponini,Plebeia,NA,variicolor,"Ducke, 1916",small,1,0.04634,0.02426,0.18192,0.10739,UFMG,"Brazil (Amazonas, Pará, Rondônia); Peru (Loreto)",no,canaa dos carajas,no,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
346,Apidae,Meliponini,Plebeia,NA,variicolor,"Ducke, 1916",small,1,0.04634,0.02426,0.18192,0.10739,UFMG,"Brazil (Amazonas, Pará, Rondônia); Peru (Loreto)",no,carajas,no,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
347,Halictidae,Halictini,Pseudagapostemon,Brasilagapostemon,fluminensis,Schrottky. 1911,medium,2.4,0.84384,0.39698,1.3364,1.18816,UFMG,"Brazil (Minas Gerais, Paraná, Rio de Janeiro, São Paulo)",no,nova lima,no,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
348,Halictidae,Halictini,Pseudagapostemon,Pseudagapostemon,pruinosus,"Moure & Sakagami, 1984",small,1.9,0.38999,0.18876,0.7863,0.62693,UFMG,"Brazil (Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo)",no,nova lima,yes,Solitary,soil,subgenus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
349,Halictidae,Augochlorini,Pseudaugochlora,NA,callaina,"Almeida, 2008",medium,2.7,1.16722,0.54258,1.67013,1.55443,UFMG,"Brazil (Distrito Federal, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, São Paulo)",yes,nova lima,no,Solitary,soil,genus,"Engel, M. S. (2000) Classification of the bee tribe Augochlorini (Hymenoptera: Halictidae). Bulletin of the American Museum of Natural History 250: 1–89. doi: https://doi.org/10.1206/0003-0090(2000)250<0001:COTBTA>2.0.CO;2"
350,Halictidae,Augochlorini,Pseudaugochlora,NA,flammula,"Almeida, 2008",small,2.2,0.59737,0.28463,1.05402,0.89252,UFMG,"Brazil (Acre, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Pará, Rondônia, São Paulo)",no,canaa dos carajas,no,Solitary,soil,genus,"Engel, M. S. (2000) Classification of the bee tribe Augochlorini (Hymenoptera: Halictidae). Bulletin of the American Museum of Natural History 250: 1–89. doi: https://doi.org/10.1206/0003-0090(2000)250<0001:COTBTA>2.0.CO;2"
351,Halictidae,Augochlorini,Pseudaugochlora,NA,graminea,"Fabricius, 1804",medium,2.3,0.7366,0.34827,1.21723,1.06165,UFMG,"United States of America (Texas); Neotropical Region: Argentina; Brazil; Colombia; Costa Rica; French Guiana; Guyana; Mexico (Guerrero, Mexico, Quintana Roo); Panama; Paraguay; Peru; Venezuela",no,nova lima,yes,Solitary,soil,species,"Michener, C. D. & Kerfoot, W. B. (1967) Nests and Social Behavior of three species of Pseudaugochloropsis (Hymenoptera: Halictidae). Journa of the Kansas Entomological Society, 40 (2): 214-232."
352,Halictidae,Augochlorini,Pseudaugochlora,NA,graminea,"Fabricius, 1804",medium,2.3,0.7366,0.34827,1.21723,1.06165,UFMG,"United States of America (Texas); Neotropical Region: Argentina; Brazil; Colombia; Costa Rica; French Guiana; Guyana; Mexico (Guerrero, Mexico, Quintana Roo); Panama; Paraguay; Peru; Venezuela",no,canaa dos carajas,yes,Solitary,soil,species,"Michener, C. D. & Kerfoot, W. B. (1967) Nests and Social Behavior of three species of Pseudaugochloropsis (Hymenoptera: Halictidae). Journa of the Kansas Entomological Society, 40 (2): 214-232."
353,Apidae,Meliponini,Ptilotrigona,NA,lurida,"Smith, 1854",small,1.7,0.23872,0.11765,0.56119,0.4175,MPEG,"Bolivia (La Paz); Brazil (Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima); Colombia (Amazonas, Meta); Ecuador (Morona Santiago, Napo, Sucumbíos); French Guiana (Kourou, Roura, Saint-Laurent du Maroni, Sinnamary); Guyana; Peru (Loreto, Madre de Dios, San Martín); Suriname (Para, Saramacca); Venezuela (Amazonas)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
354,Halictidae,Augochlorini,Rhinocorynura,NA,briseis,"Smith, 1879",small,1.5,0.15496,0.07759,0.41701,0.29189,UFMG,"Bolivia; Brazil (Amazonas, Mato Grosso, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay; Peru",yes,nova lima,no,Solitary,soil,genus,"Eickwort, G. C. & Sakagami, S. F. (1979) A Classification of Nest Architecture of Bees in the Tribe Augochlorini (Hymenoptera: Halictidae; Halictinae), with Description of a Brazilian Nest of Rhinocorynura inflaticeps. Biotropica 11 (1): 28-37."
355,Halictidae,Augochlorini,Rhinocorynura,NA,briseis,"Smith, 1879",small,1.5,0.15496,0.07759,0.41701,0.29189,UFMG,"Bolivia; Brazil (Amazonas, Mato Grosso, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay; Peru",yes,canaa dos carajas,no,Solitary,soil,genus,"Eickwort, G. C. & Sakagami, S. F. (1979) A Classification of Nest Architecture of Bees in the Tribe Augochlorini (Hymenoptera: Halictidae; Halictinae), with Description of a Brazilian Nest of Rhinocorynura inflaticeps. Biotropica 11 (1): 28-37."
356,Andrenidae,Protandrenini,Rhophitulus,NA,friesei,"Ducke, 1907",small,1.3,0.09437,0.04813,0.29659,0.19357,UFMG,Brazil (Minas Gerais),no,nova lima,no,Solitary,soil,genus,"Rozen, J. G. (2014) Nesting biology and immature stages of the panurgine bee genera Rhophitulus and Cephalurgus (Apoidea: Andrenidae: Protandrenini). American Museum Novitates 3814: 1-16."
357,Apidae,Meliponini,Scaptotrigona,NA,bipunctata,"Lepeletier, 1836",small,2,0.41757,0.2016,0.82412,0.66345,UFMG,"Bolivia (La Paz, Santa Cruz); Brazil (Acre, Ceará, Maranhão, Minas Gerais, Paraná, Pará, Rio Grande do Sul, Rio de Janeiro, Santa Catarina); Paraguay(Central); Peru (Huánuco)",no,nova lima,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
358,Apidae,Meliponini,Scaptotrigona,NA,polysticta,"Moure, 1950",small,2,0.43209,0.20835,0.8437,0.6825,MPEG,"Bolivia (El Beni, Santa Cruz); Brazil (Acre, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Piauí, Rondônia, São Paulo, Tocantins); Colombia(Cundinamarca); Peru (Cuzco); Venezuela (Amazonas)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
359,Apidae,Meliponini,Scaptotrigona,NA,polysticta,"Moure, 1950",small,2,0.43209,0.20835,0.8437,0.6825,MPEG,"Bolivia (El Beni, Santa Cruz); Brazil (Acre, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Piauí, Rondônia, São Paulo, Tocantins); Colombia(Cundinamarca); Peru (Cuzco); Venezuela (Amazonas)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
360,Apidae,Meliponini,Scaptotrigona,NA,postica,"Latreille, 1807",small,1.8,0.32539,0.15854,0.6943,0.53961,MPEG,"Bolivia (Santa Cruz); Brazil (Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Pernambuco, Piauí, São Paulo, Tocantins); Peru (Huánuco)",no,bocaina,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
361,Apidae,Meliponini,Scaptotrigona,NA,postica,"Latreille, 1807",small,1.8,0.32539,0.15854,0.6943,0.53961,MPEG,"Bolivia (Santa Cruz); Brazil (Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Pernambuco, Piauí, São Paulo, Tocantins); Peru (Huánuco)",no,canaa dos carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
362,Apidae,Meliponini,Scaptotrigona,NA,postica,"Latreille, 1807",small,1.8,0.32539,0.15854,0.6943,0.53961,MPEG,"Bolivia (Santa Cruz); Brazil (Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Pernambuco, Piauí, São Paulo, Tocantins); Peru (Huánuco)",no,carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
363,Apidae,Meliponini,Scaptotrigona,NA,xanthotricha,"Moure, 1950",small,1.9,0.37608,0.18227,0.76693,0.60837,MPEG,"Brazil (Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo)",yes,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
364,Apidae,Meliponini,Scaura,NA,latitarsis,"Friese, 1900",small,1.1,0.05975,0.03099,0.21664,0.13256,MPEG,"Bolivia (El Beni, La Paz); Brazil (Acre, Amapá, Amazonas, Ceará, Mato Grosso, Minas Gerais, Paraná, Pará, Rio de Janeiro, Rondônia, São Paulo); Colombia (Amazonas, Guainía, Guaviare, Meta); Guyana (Cuyuni-Mazaruni, Upper Takutu-Upper Essequibo); Peru (Junín, Pasco, San Martín); Suriname; Venezuela (Bolívar, Táchira)",no,carajas,no,Eusocial,termite,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
365,Apidae,Meliponini,Schwarzula,NA,timida,"Silvestri, 1902",small,1,0.04335,0.02275,0.17378,0.10162,UFMG,"Bolivia (Santa Cruz); Brazil (Acre, Amazonas, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Rondônia, São Paulo); Ecuador (Sucumbíos); Peru(Huánuco, Loreto)",no,nova lima,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
366,Apidae,Meliponini,Schwarzula,NA,timida,"Silvestri, 1902",small,1,0.04335,0.02275,0.17378,0.10162,UFMG,"Bolivia (Santa Cruz); Brazil (Acre, Amazonas, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Rondônia, São Paulo); Ecuador (Sucumbíos); Peru(Huánuco, Loreto)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
367,Apidae,Tapinotaspidini,Tapinotaspoides,NA,serraticornis,"Friese, 1899",medium,2.3,0.67161,0.31862,1.14237,0.98345,UFMG,"Brazil (Bahia, Distrito Federal, Maranhão, Minas Gerais, Paraná, Piauí, Rio Grande do Sul, Rio de Janeiro, São Paulo)",yes,nova lima,no,Solitary,soil,species,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
368,Apidae,Tapinotaspidini,Tapinotaspoides,NA,serraticornis,"Friese, 1899",medium,2.3,0.67161,0.31862,1.14237,0.98345,UFMG,"Brazil (Bahia, Distrito Federal, Maranhão, Minas Gerais, Paraná, Piauí, Rio Grande do Sul, Rio de Janeiro, São Paulo)",yes,canaa dos carajas,no,Solitary,soil,species,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
369,Apidae,Meliponini,Tetragona,NA,beebei,"Schwarz, 1938",small,1.2,0.08584,0.04393,0.27788,0.17895,MPEG,"French Guiana (Kourou, Sinnamary); Guyana (Cuyuni-Mazaruni); Suriname (Marowijne, Wanica)",yes,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
370,Apidae,Meliponini,Tetragona,NA,clavipes,"Fabricius, 1804",small,1.4,0.12204,0.06165,0.3539,0.2395,MPEG,"Bolivia (Cochabamba); Brazil (Acre, Amapá, Amazonas, Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Pará, Piauí, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, São Paulo); Colombia(Cundinamarca, Magdalena); Guyana (Potaro-Siparuni, Upper Demerara-Berbice, Upper Takutu-Upper Essequibo); Paraguay (Alto Paraná); Peru (Huánuco); Suriname (Marowijne, Wanica); Uruguay",no,carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
371,Apidae,Meliponini,Tetragona,NA,dorsalis,"Smith, 1854",small,1.2,0.08008,0.04109,0.26494,0.16895,MPEG,"Brazil (Amapá, Amazonas, Ceará, Maranhão, Mato Grosso, Pará, Tocantins); Colombia (Caquetá, Guainía, Guaviare)",yes,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
372,Apidae,Meliponini,Tetragona,NA,goettei,"Friese, 1900",small,1.4,0.13454,0.06772,0.37844,0.25966,MPEG,"Bolivia (Cochabamba, Pando); Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia); Colombia (Caquetá); Peru (Cuzco, Loreto, Madre de Dios)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
373,Apidae,Meliponini,Tetragona,NA,goettei,"Friese, 1900",small,1.4,0.13454,0.06772,0.37844,0.25966,UFMG,"Bolivia (Cochabamba, Pando); Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia); Colombia (Caquetá); Peru (Cuzco, Loreto, Madre de Dios)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
374,Apidae,Meliponini,Tetragona,NA,kaieteurensis,"Schwarz, 1938",small,1.5,0.15141,0.07588,0.41043,0.28635,MPEG,"Brazil (Amazonas, Pará); Guyana (Potaro-Siparuni, Upper Takutu-Upper Essequibo); Suriname",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
375,Apidae,Meliponini,Tetragona,NA,quadrangula,"Lepeletier, 1836",small,1.3,0.09437,0.04813,0.29659,0.19357,UFMG,"Brazil (Goiás, Maranhão, Mato Grosso, Pará, São Paulo, Tocantins)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
376,Apidae,Meliponini,Tetragona,NA,quadrangula,"Lepeletier, 1836",small,1.3,0.09437,0.04813,0.29659,0.19357,UFMG,"Brazil (Goiás, Maranhão, Mato Grosso, Pará, São Paulo, Tocantins)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
377,Apidae,Meliponini,Tetragona,NA,truncata,"Moure, 1971",small,1.5,0.17745,0.08842,0.45772,0.32657,UFMG,"Bolivia (La Paz); Brazil (Amazonas, Goiás, Maranhão, Mato Grosso, Pará, Rondônia)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
378,Apidae,Meliponini,Tetragona,NA,truncata,"Moure, 1972",small,1.5,0.17745,0.08842,0.45772,0.32657,UFMG,"Bolivia (La Paz); Brazil (Amazonas, Goiás, Maranhão, Mato Grosso, Pará, Rondônia)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
379,Apidae,Meliponini,Tetragonisca,NA,angustula,"Latreille, 1811",small,1,0.04634,0.02426,0.18192,0.10739,MPEG,"Mexico (Chiapas); Neotropical Region: Belize; Bolivia; Brazil (Amapá, Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Sul, Rio de Janeiro, Roraima, Santa Catarina, São Paulo); Colombia (Amazonas, Antioquia, Boyaca, Caldas, Chocó, Cundinamarca, César, Huila, Magdalena, Meta, Norte de Santander, Santander, Tolima, Valle del Cauca, Vichada); Costa Rica (Alajuela, Cartago, Heredia, Limón, Puntarenas, San José); Ecuador; Guatemala (Escuintla); Guyana; Honduras; Nicaragua; Panama (Bocas del Toro, Chiriquí); Panama Canal Zone; Peru (Junín, Loreto, Pasco, San Martín); Suriname; Venezuela(Barinas, Mérida, Portuguesa)",no,bocaina,yes,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
380,Apidae,Meliponini,Tetragonisca,NA,angustula,"Latreille, 1811",small,1,0.04634,0.02426,0.18192,0.10739,MPEG,"Mexico (Chiapas); Neotropical Region: Belize; Bolivia; Brazil (Amapá, Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Sul, Rio de Janeiro, Roraima, Santa Catarina, São Paulo); Colombia (Amazonas, Antioquia, Boyaca, Caldas, Chocó, Cundinamarca, César, Huila, Magdalena, Meta, Norte de Santander, Santander, Tolima, Valle del Cauca, Vichada); Costa Rica (Alajuela, Cartago, Heredia, Limón, Puntarenas, San José); Ecuador; Guatemala (Escuintla); Guyana; Honduras; Nicaragua; Panama (Bocas del Toro, Chiriquí); Panama Canal Zone; Peru (Junín, Loreto, Pasco, San Martín); Suriname; Venezuela(Barinas, Mérida, Portuguesa)",no,parauapebas,yes,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
381,Apidae,Meliponini,Tetragonisca,NA,angustula,"Latreille, 1811",small,1,0.04634,0.02426,0.18192,0.10739,MPEG,"Mexico (Chiapas); Neotropical Region: Belize; Bolivia; Brazil (Amapá, Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Sul, Rio de Janeiro, Roraima, Santa Catarina, São Paulo); Colombia (Amazonas, Antioquia, Boyaca, Caldas, Chocó, Cundinamarca, César, Huila, Magdalena, Meta, Norte de Santander, Santander, Tolima, Valle del Cauca, Vichada); Costa Rica (Alajuela, Cartago, Heredia, Limón, Puntarenas, San José); Ecuador; Guatemala (Escuintla); Guyana; Honduras; Nicaragua; Panama (Bocas del Toro, Chiriquí); Panama Canal Zone; Peru (Junín, Loreto, Pasco, San Martín); Suriname; Venezuela(Barinas, Mérida, Portuguesa)",no,canaa dos carajas,yes,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
382,Apidae,Nomadini,Thalestria,NA,spinosa,"Fabricius, 1804",medium,3.5,3.05453,1.37047,3.23478,3.44843,UFMG,"Argentina (Misiones); Brazil (Bahia, Pará, Pernambuco); Costa Rica(San José); Guyana; Paraguay",yes,nova lima,no,Cleptoparasitic,soil,species,"Rozen, J. G. (2018) Nesting Biologies and Mature Larvae of Oxaeine Bees (Apoidea: Andrenidae). American Museum Novitates 3893: 1-31"
383,Halictidae,Augochlorini,Thectochlora,NA,alaris,"Vachal, 1904",small,1.2,0.08942,0.0457,0.28581,0.18512,UFMG,"Argentina (Salta, Tucumán); Bolivia; Brazil (Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Pará, Pernambuco, Piauí, Rio Grande do Norte, Rio de Janeiro, Rondônia, Santa Catarina, São Paulo); Paraguay",no,nova lima,yes,Solitary,soil,genus,"Engel, M. S. (2000) Classification of the bee tribe Augochlorini (Hymenoptera: Halictidae). Bulletin of the American Museum of Natural History 250: 1–89. doi: https://doi.org/10.1206/0003-0090(2000)250<0001:COTBTA>2.0.CO;2"
384,Apidae,Eucerini,Thygater,Thygater,analis,"Lepeletier, 1841",medium,3.2,2.17438,0.98786,2.56101,2.6023,UFMG,"Argentina (Buenos Aires, La Rioja, Mendoza, Misiones, San Juan, Santa Fé, Tucumán); Bolivia (La Paz); Brazil (Amazonas, Paraná, São Paulo); Colombia; Costa Rica; Ecuador; Honduras; Mexico (Oaxaca); Panama; Paraguay; Peru (Arequipa); Uruguay; Venezuela",yes,nova lima,yes,Solitary,soil,species,"Rozen, J. G. (1974) Nest Biology of the Eucerine Bee Thygater analis (Hymenoptera, Anthophoridae). Journal of the New York Entomological Society 82 (4): 230-234."
