Id,Family,Tribe,Genus,Subgenus,"Specific epithet ",Scientific name authorship,Body size class,"ITDmeasured ",Mhd,Thd,Mfd,Mcd,Location of measured specimen,Known distribution,"New record ",Locality,"Crop pollinator ",Sociality,Nest location,Level,"Ref. "
74,Apidae,Centridini,Centris,Melacentris,rhodoprocta,"Moure & Seabra, 1960",large,8.7,63.01179,25.2884,25.88857,42.30383,MPEG,Brazil (Amazonas); Colombia (Meta); Ecuador (Pastaza); Peru(Loreto),yes,nova lima,yes,Solitary,soil,subgenus,"Rocha-Filho, L. C.; Ferreira-Caliman, M. J.; Serrano, J. C.; Camargo, J. M. F. & Garofalo, C. A. (2017) Nesting ecology of the oil-collecting bee Centris (Melacentris) conspersa Mocsáry and its potential association with the cleptoparasite Cyphomelissa diabolica Friese (Apidae: Centridini, Ericrocidini). Journal of Apicultural Research, 56 (5): 489-496."
75,Apidae,Centridini,Centris,Melacentris,violacea,"Lepeletier, 1841",large,6.7,26.15579,10.84263,14.14852,20.42192,UFMG,"Brazil (Distrito Federal, Goiás, Minas Gerais)",no,nova lima,no,Solitary,soil,subgenus,"Rocha-Filho, L. C.; Ferreira-Caliman, M. J.; Serrano, J. C.; Camargo, J. M. F. & Garofalo, C. A. (2017) Nesting ecology of the oil-collecting bee Centris (Melacentris) conspersa Mocsáry and its potential association with the cleptoparasite Cyphomelissa diabolica Friese (Apidae: Centridini, Ericrocidini). Journal of Apicultural Research, 56 (5): 489-496."
76,Apidae,Centridini,Centris,Melacentris,xanthocnemis,"Perty, 1833",large,6.4,22.65494,9.44123,12.81824,18.13041,UFMG,"Brazil (Mato Grosso, Minas Gerais, Paraná, Piauí, São Paulo)",no,nova lima,no,Solitary,soil,subgenus,"Rocha-Filho, L. C.; Ferreira-Caliman, M. J.; Serrano, J. C.; Camargo, J. M. F. & Garofalo, C. A. (2017) Nesting ecology of the oil-collecting bee Centris (Melacentris) conspersa Mocsáry and its potential association with the cleptoparasite Cyphomelissa diabolica Friese (Apidae: Centridini, Ericrocidini). Journal of Apicultural Research, 56 (5): 489-496."
77,Apidae,Centridini,Centris,Paracentris,burgdorfi,"Friese, 1900",large,4.2,5.60678,2.45992,4.91018,5.7029,UFMG,"Brazil (Ceará, Distrito Federal, Minas Gerais, Paraná, Pernambuco, Rio Grande do Sul, São Paulo); Paraguay (Central, Guairá)",no,nova lima,no,Solitary,soil,species,"Sabino, W. O.; Silva, C. I. & Alves-dos-Santos (2017) Mating System and Sleeping Behaviour of the Male and Female Centris (Paracentris) burgdorfi Friese (Apidae, Centridini). Journal of Insect Behavior 30 (1): 103–118."
78,Apidae,Centridini,Centris,Paracentris,klugii,"Friese, 1899",large,4.2,5.60678,2.45992,4.91018,5.7029,UFMG,"Brazil (Goiás, Minas Gerais, Paraná, Pará, São Paulo)",no,nova lima,no,Solitary,soil,subgenus,"Sabino, W. O.; Silva, C. I. & Alves-dos-Santos (2017) Mating System and Sleeping Behaviour of the Male and Female Centris (Paracentris) burgdorfi Friese (Apidae, Centridini). Journal of Insect Behavior 30 (1): 103–118."
79,Apidae,Centridini,Centris,Ptilotopus,denudans,"Lepeletier, 1841",large,6.9,29.16064,12.03993,15.24633,22.34682,MPEG,"Brazil (Amazonas, Maranhão, Pará, Rondônia); Ecuador; French Guiana (Cayenne); Suriname; Venezuela",yes,bocaina,yes,Solitary,soil/termite,subgenus,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
80,Apidae,Centridini,Centris,Ptilotopus,denudans,"Lepeletier, 1841",large,6.9,29.16064,12.03993,15.24633,22.34682,MPEG,"Brazil (Amazonas, Maranhão, Pará, Rondônia); Ecuador; French Guiana (Cayenne); Suriname; Venezuela",yes,carajas,yes,Solitary,soil/termite,subgenus,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
81,Apidae,Centridini,Centris,Ptilotopus,maranhensis,"Ducke, 1910",large,7.8,42.89684,17.46131,19.87713,30.76517,MPEG,"Brazil (Maranhão, Pará)",no,canaa dos carajas,yes,Solitary,soil/termite,species,"Ramos, M.; Mendes, F. Albuquerque, P. & Rego, M. (2007) Nidificação e forrageamento de Centris (Ptilotopus) maranhensis Ducke (Hymenoptera, Apidae, Centridini). Revista Brasileira de Zoologia 24 (4): 1006–1010."
82,Apidae,Centridini,Centris,Ptilotopus,maranhensis,"Ducke, 1910",large,7.8,42.89684,17.46131,19.87713,30.76517,MPEG,"Brazil (Maranhão, Pará)",no,carajas,yes,Solitary,soil/termite,species,"Ramos, M.; Mendes, F. Albuquerque, P. & Rego, M. (2007) Nidificação e forrageamento de Centris (Ptilotopus) maranhensis Ducke (Hymenoptera, Apidae, Centridini). Revista Brasileira de Zoologia 24 (4): 1006–1010."
83,Apidae,Centridini,Centris,Ptilotopus,nobilis,"Westwood, 1840",large,8.2,50.78659,20.54469,22.32232,35.3828,MPEG,"Brazil (Amazonas, Pará); French Guiana; Peru (Huánuco)",no,bocaina,no,Solitary,soil/termite,species,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
84,Apidae,Centridini,Centris,Ptilotopus,nobilis,"Westwood, 1840",large,8.2,50.78659,20.54469,22.32232,35.3828,MPEG,"Brazil (Amazonas, Pará); French Guiana; Peru (Huánuco)",no,canaa dos carajas,no,Solitary,soil/termite,species,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
85,Apidae,Centridini,Centris,Ptilotopus,scopipes,"Friese, 1899",large,7.6,39.27393,16.03864,18.70772,28.59689,MPEG,"Brazil (Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, São Paulo); Paraguay",yes,carajas,yes,Solitary,soil/termite,species,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
86,Apidae,Centridini,Centris,Ptilotopus,scopipes,"Friese, 1899",large,7.6,39.27393,16.03864,18.70772,28.59689,MPEG,"Brazil (Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, São Paulo); Paraguay",yes,canaa dos carajas,yes,Solitary,soil/termite,species,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
87,Apidae,Centridini,Centris,Ptilotopus,scopipes,"Friese, 1899",large,7.6,39.27393,16.03864,18.70772,28.59689,MPEG,"Brazil (Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, São Paulo); Paraguay",yes,nova lima,yes,Solitary,soil/termite,species,"Gaglianone, M. C. (2001). Nesting biology and foraging behavior of Centris (Ptilotopus) scopipes Friese (Hymenoptera, Apidae). Ver. Bras. Zoo. 18: 107-117."
88,Apidae,Centridini,Centris,Trachina,dentata,"Smith, 1854",large,4.9,9.28195,3.99743,6.94282,8.65822,MPEG,"Brazil (Amazonas, Pará, São Paulo); Honduras; Mexico (Nayarit, Oaxaca); Panama (Panamá)",no,canaa dos carajas,no,Solitary,soil,subgenus,"Coville R. E.; Frankie, G. W.; Buchmann S. L.; Vinson, S. B. and Williams, H. J. (1986) Nesting and Male Behavior of Centris heithausi (Hymenoptera: Anthophoridae) in Costa Rica with Chemical Analysis of the Hindleg Glands of Males. Journal of the Kansas Entomological Society 59 (2): 325-336."
